Country,Continent,Rank,Title,Artists,Album,Explicit,Duration,Popularity
Ecuador,South America,48,Quiéreme Mientras Se Pueda,Manuel Turizo,Quiéreme Mientras Se Pueda,0,3:11,34
Ecuador,South America,49,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),0,3:02,45
Ecuador,South America,50,ADMV,Maluma,ADMV,0,3:13,46
El Salvador,North America,1,Safaera,"Bad Bunny, Jowell & Randy, Nengo Flow",YHLQMDLG,1,4:55,78
El Salvador,North America,2,Rojo,J Balvin,Colores,0,2:30,23
El Salvador,North America,3,Yo Perreo Sola,Bad Bunny,YHLQMDLG,0,2:52,89
El Salvador,North America,4,Favorito,Camilo,Por Primera Vez,0,3:29,12
El Salvador,North America,5,Tattoo,Rauw Alejandro,Tattoo,0,3:22,56
El Salvador,North America,6,Blinding Lights,The Weeknd,After Hours,0,3:20,16.6
El Salvador,North America,7,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",Hola (Remix),0,4:09,88
El Salvador,North America,8,BYE ME FUI,Bad Bunny,LAS QUE NO IBAN A SALIR,1,2:58,33
El Salvador,North America,9,La Difícil,Bad Bunny,YHLQMDLG,1,2:43,76
El Salvador,North America,10,Si Veo a Tu Mamá,Bad Bunny,YHLQMDLG,0,2:50,89
El Salvador,North America,11,Elegí (feat. Dímelo Flow),"Rauw Alejandro, Dalex, Lenny Tavárez, Dímelo Flow",Elegí (feat. Dímelo Flow),0,3:17,23
El Salvador,North America,12,Ignorantes,"Bad Bunny, Sech",YHLQMDLG,1,3:30,43
El Salvador,North America,13,Fantasias,"Rauw Alejandro, Farruko",Fantasias,0,3:19,10
El Salvador,North America,14,La Santa,"Bad Bunny, Daddy Yankee",YHLQMDLG,1,3:26,98
El Salvador,North America,15,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),0,3:02,65
El Salvador,North America,16,Sigues Con El,"Dímelo Flow, Arcangel, Sech",Sigues Con El,0,3:46,23
El Salvador,North America,17,CANCIÓN CON YANDEL,"Yandel, Bad Bunny",LAS QUE NO IBAN A SALIR,1,3:29,87
El Salvador,North America,18,Vete,Bad Bunny,YHLQMDLG,1,3:12,23
El Salvador,North America,19,CÓMO SE SIENTE - Remix,"Jhay Cortez, Bad Bunny",CÓMO SE SIENTE (Remix),1,3:47,76
El Salvador,North America,20,Diosa,Myke Towers,Easy Money Baby,1,3:34,18
El Salvador,North America,21,No Me Conoce - Remix,"Jhay Cortez, J Balvin, Bad Bunny",Famouz,0,5:09,19
El Salvador,North America,22,LA CANCIÓN,"J Balvin, Bad Bunny",OASIS,0,4:02,13
El Salvador,North America,23,Tusa,"KAROL G, Nicki Minaj",Tusa,0,3:20,45
El Salvador,North America,24,Morado,J Balvin,Colores,0,3:20,65
El Salvador,North America,25,Don't Start Now,Dua Lipa,Future Nostalgia,0,3:03,81
El Salvador,North America,26,PORFA,"Feid, Justin Quiles",FERXXO (VOL 1: M.O.R),0,3:52,90
El Salvador,North America,27,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",death bed (coffee for your head) (feat. beabadoobee),0,2:53,19
El Salvador,North America,28,Pa' Olvidarme De Ella,"Piso 21, Christian Nodal",Pa' Olvidarme De Ella,1,3:47,56
El Salvador,North America,29,Relación,Sech,1 of 1,0,3:04,58
El Salvador,North America,30,Amarillo,J Balvin,Colores,0,2:37,45
El Salvador,North America,31,Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29,39
El Salvador,North America,32,Jangueo,"Alex Rose, Rafa Pabön",LOST,0,4:19,37
El Salvador,North America,33,PA' ROMPERLA,"Bad Bunny, Don Omar",LAS QUE NO IBAN A SALIR,1,3:14,27
El Salvador,North America,34,Callaita,"Bad Bunny, Tainy",Callaita,1,4:10,16
El Salvador,North America,35,El Efecto - Remix,"Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex",El Efecto (Remix),1,4:49,2
El Salvador,North America,36,BAD CON NICKY,"Bad Bunny, Nicky Jam",LAS QUE NO IBAN A SALIR,1,3:22,55
El Salvador,North America,37,A Tu Merced,Bad Bunny,YHLQMDLG,0,2:55,32
El Salvador,North America,38,MÁS DE UNA CITA,"Bad Bunny, Zion & Lennox",LAS QUE NO IBAN A SALIR,1,3:03,80
El Salvador,North America,39,Bajo La Mesa,"Morat, Sebastian Yatra",Bajo La Mesa,0,2:37,34
El Salvador,North America,40,Adicto (with Anuel AA & Ozuna),"Tainy, Anuel AA, Ozuna",Adicto (with Anuel AA & Ozuna),0,4:30,90
El Salvador,North America,41,Sigues Con El - Remix,"Arcangel, Sech, Romeo Santos",Sigues Con El (Remix),0,3:09,12
El Salvador,North America,42,Bellaquita - Remix,"Dalex, Lenny Tavárez, Anitta, Natti Natasha, Farruko, Justin Quiles",Modo Avión,1,5:04,34
El Salvador,North America,43,El Efecto,"Rauw Alejandro, Chencho Corleone",El Efecto,0,3:37,45
El Salvador,North America,44,Por Primera Vez,"Camilo, Evaluna Montaner",Por Primera Vez,0,3:02,46
El Salvador,North America,45,Qué Maldición,"Banda MS de Sergio Lizárraga, Snoop Dogg",Qué Maldición,0,3:23,78
El Salvador,North America,46,Azul,J Balvin,Colores,0,3:25,23
El Salvador,North America,47,Tutu,"Camilo, Pedro Capó",Por Primera Vez,0,2:59,89
El Salvador,North America,48,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",China,0,5:01,12
El Salvador,North America,49,Quiéreme Mientras Se Pueda,Manuel Turizo,Quiéreme Mientras Se Pueda,0,3:11,56
El Salvador,North America,50,Quizas,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid, Wisin, Zion",The Academy,1,3:36,34
Estonia,Europe,1,Croissantid,Nublu,Croissantid,0,2:36,88
Estonia,Europe,2,Blinding Lights,The Weeknd,After Hours,0,3:20,16
Estonia,Europe,3,Roses - Imanbek Remix,"SAINt JHN, Imanbek",Roses (Imanbek Remix),1,2:56,76
Estonia,Europe,4,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),0,3:02,89
Estonia,Europe,5,ROCKSTAR (feat. Roddy Ricch),"DaBaby, Roddy Ricch",BLAME IT ON BABY,1,3:01,23
Estonia,Europe,6,Young Boy,NOËP,Young Boy,0,2:33,43
Estonia,Europe,7,GOOBA,6ix9ine,GOOBA,1,2:12,10
Estonia,Europe,8,Aluspükse,"5MIINUST, Nublu",Aluspükse,0,3:30,98
Estonia,Europe,9,ily (i love you baby) (feat. Emilee),"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),0,2:56,65
Estonia,Europe,10,für Oksana,"Nublu, gameboy tetris",für Oksana,0,3:14,23
Estonia,Europe,11,Paaristõuked,"5MIINUST, Villemdrillem",Paaristõuked,0,3:33,87
Estonia,Europe,12,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",death bed (coffee for your head) (feat. beabadoobee),0,2:53,23
Estonia,Europe,13,Toosie Slide,Drake,Dark Lane Demo Tapes,1,4:07,76
Estonia,Europe,14,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",THE SCOTTS,1,2:45,18
Estonia,Europe,15,In Your Eyes,The Weeknd,After Hours,1,3:57,19
Estonia,Europe,16,Breaking Me,"Topic, A7S",Breaking Me,0,2:46,13
Estonia,Europe,17,Blueberry Faygo,Lil Mosey,Certified Hitmaker,1,2:42,45
Estonia,Europe,18,Supalonely,"BENEE, Gus Dapperton",STELLA & STEVE,1,3:43,65
Estonia,Europe,19,Don't Start Now,Dua Lipa,Future Nostalgia,0,3:03,81
Estonia,Europe,20,Watermelon Sugar,Harry Styles,Fine Line,0,2:54,90
Estonia,Europe,21,The Box,Roddy Ricch,Please Excuse Me For Being Antisocial,1,3:16,19
Estonia,Europe,22,Break My Heart,Dua Lipa,Future Nostalgia,0,3:41,56
Estonia,Europe,23,Boss Bitch,Doja Cat,Boss Bitch,0,2:14,58
Estonia,Europe,24,Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",Stuck with U,0,3:48,45
Estonia,Europe,25,Falling,Trevor Daniel,Nicotine,0,2:39,39
Estonia,Europe,26,Be Kind (with Halsey),"Marshmello, Halsey",Be Kind (with Halsey),0,2:52,37
Estonia,Europe,27,Daechwita,Agust D,D-2,1,3:45,27
Estonia,Europe,28,SOS (Siimi Remix),"Pluuto, Nublu, Reket, Siimi",SOS (Siimi Remix),0,3:50,16
Estonia,Europe,29,Ooh Aah,Cdeep,Deep Sense,0,2:41,2
Estonia,Europe,30,Say So,Doja Cat,Hot Pink,1,3:57,55
Estonia,Europe,31,Sunday Best,Surfaces,Where the Light Is,0,2:38,32
Estonia,Europe,32,Kuule,Karl-Erik Taukar,Kuule,0,3:20,80
Estonia,Europe,33,WHATS POPPIN,Jack Harlow,Sweet Action,1,2:19,34
Estonia,Europe,34,Circles,Post Malone,Hollywood's Bleeding,0,3:35,90
Estonia,Europe,35,Play Date,Melanie Martinez,Cry Baby (Deluxe Edition),1,2:59,12
Estonia,Europe,36,öölaps!,Nublu,Mind on Mitu,0,3:12,34
Estonia,Europe,37,Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29,45
Estonia,Europe,38,Party Girl,StaySolidRocky,Party Girl,0,2:27,46
Estonia,Europe,39,Tsirkus,"5MIINUST, Nublu, PLUUTO",Tsirkus,0,4:41,78
Estonia,Europe,40,ROXANNE,Arizona Zervas,ROXANNE,1,2:43,23
Estonia,Europe,41,Adore You,Harry Styles,Fine Line,0,3:27,89
Estonia,Europe,42,I Got Love,"MiyaGi & Endspiel, Rem Digga",I Got Love,0,4:36,12
Estonia,Europe,43,Life Is Good (feat. Drake),"Future, Drake",High Off Life,1,3:57,56
Estonia,Europe,44,everything i wanted,Billie Eilish,everything i wanted,0,4:05,34
Estonia,Europe,45,Intentions (feat. Quavo),"Justin Bieber, Quavo",Changes,0,3:32,88
Estonia,Europe,46,goosebumps,Travis Scott,Birds In The Trap Sing McKnight,1,4:03,33
Estonia,Europe,47,Ma Kuulsin Seda Läbi Viinamarjaväädi,Reket,Kulutuli,0,3:08,76
Estonia,Europe,48,Ride It,Regard,Ride It,0,2:37,89
Estonia,Europe,49,Say So (feat. Nicki Minaj),"Doja Cat, Nicki Minaj",Say So (feat. Nicki Minaj),1,3:26,23
Estonia,Europe,50,HIGHEST IN THE ROOM,Travis Scott,HIGHEST IN THE ROOM,1,2:55,43
Finland,Europe,1,Tässäkö tää oli? (feat. Leavings-Orkesteri),"Arttu Wiskari, Leavings-Orkesteri",Tässäkö tää oli? (feat. Leavings-Orkesteri),0,3:42,10
Finland,Europe,2,Blinding Lights,The Weeknd,After Hours,0,3:20,24
Finland,Europe,3,Penelope (feat. Clever),"william, Clever",Penelope (feat. Clever),0,3:03,65
Finland,Europe,4,GOOBA,6ix9ine,GOOBA,1,2:12,23
Finland,Europe,5,Christian Rapper,Devo,Christian Rapper,0,2:32,87
Finland,Europe,6,Believe Me - Remastered,"Devo, Janni",Believe Me (Remastered),1,3:02,23
Finland,Europe,7,Yhtenä sunnuntaina,Erin,Yhtenä sunnuntaina,0,3:39,76
Finland,Europe,8,"Liian vähän, liian myöhään",Evelina,"Liian vähän, liian myöhään",0,3:15,18
Finland,Europe,9,ROCKSTAR (feat. Roddy Ricch),"DaBaby, Roddy Ricch",BLAME IT ON BABY,1,3:01,19
Finland,Europe,10,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),0,3:02,13
Finland,Europe,11,100%,"Keko Salata, BESS, Sexmane",100%,0,3:23,45
Finland,Europe,12,Roses - Imanbek Remix,"SAINt JHN, Imanbek",Roses (Imanbek Remix),1,2:56,65
Finland,Europe,13,Tivolit,BEHM,Tivolit,0,3:31,81
Finland,Europe,14,100,Kube,100,0,2:47,90
Finland,Europe,15,Boss Bitch,Doja Cat,Boss Bitch,0,2:14,19
Finland,Europe,16,Epäröimättä hetkeekään,"Elastinen, Jenni Vartiainen",Epäröimättä hetkeekään,0,3:20,56
Finland,Europe,17,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",THE SCOTTS,1,2:45,58
Finland,Europe,18,Breaking Me,"Topic, A7S",Breaking Me,0,2:46,45
Finland,Europe,19,Kings & Queens,Ava Max,Kings & Queens,0,2:42,39
Finland,Europe,20,Hei rakas,BEHM,Hei rakas,0,3:31,37
Finland,Europe,21,Thank You [Not So Bad],"VIZE, Felix Jaehn",Thank You [Not So Bad],0,3:17,27
Finland,Europe,22,Ikuinen vappu,JVG,RATA/RAITTI,0,3:07,16
Finland,Europe,23,Break My Heart,Dua Lipa,Future Nostalgia,0,3:41,2
Finland,Europe,24,LINKO,"Lord Est, MEGA-Ertsi",LINKO,0,3:12,55
Finland,Europe,25,Blueberry Faygo,Lil Mosey,Certified Hitmaker,1,2:42,32
Finland,Europe,26,Tuhansien Lärvien Maa,Petri Nygård,Tuhansien Lärvien Maa,0,2:37,80
Finland,Europe,27,Supalonely,"BENEE, Gus Dapperton",STELLA & STEVE,1,3:43,34
Finland,Europe,28,"Parempi yksin - Recorded At Spotify Studios, Stockholm",Pyhimys,Spotify Singles,0,3:02,90
Finland,Europe,29,Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",Stuck with U,0,3:48,12
Finland,Europe,30,In Your Eyes,The Weeknd,After Hours,1,3:57,34
Finland,Europe,31,Valonsäteet,Vesta,Valonsäteet,0,3:49,45
Finland,Europe,32,Komm Komm,Capital Bra,Komm Komm,0,2:40,46
Finland,Europe,33,Toosie Slide,Drake,Dark Lane Demo Tapes,1,4:07,78
Finland,Europe,34,Hengitä,Tuure Boelius,Hengitä,0,2:40,23
Finland,Europe,35,Salt,Ava Max,Salt,0,3:00,89
Finland,Europe,36,Teipillä tai rakkaudella,ABREU,Teipillä tai rakkaudella,0,3:15,12
Finland,Europe,37,Lose Somebody,"Kygo, OneRepublic",Lose Somebody,0,3:19,56
Finland,Europe,38,Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29,34
Finland,Europe,39,Play Date,Melanie Martinez,Cry Baby (Deluxe Edition),1,2:59,88
Finland,Europe,40,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",death bed (coffee for your head) (feat. beabadoobee),0,2:53,33
Finland,Europe,41,LA Money,ALMA,Have U Seen Her?,1,2:53,76
Finland,Europe,42,ily (i love you baby) (feat. Emilee),"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),0,2:56,89
Finland,Europe,43,Herkku,"Seksikäs-Suklaa, Dosdela",Herkku,0,2:51,23
Finland,Europe,44,KYSYMYS (feat. Pyhimys),"Cledos, Pyhimys",KYSYMYS (feat. Pyhimys),0,2:42,43
Finland,Europe,45,Cicciolina,Erika Vikman,Cicciolina,0,2:58,10
Finland,Europe,46,Naamat,HesaÄijä,Naamat,0,3:04,98
Finland,Europe,47,Be Kind (with Halsey),"Marshmello, Halsey",Be Kind (with Halsey),0,2:52,65
Finland,Europe,48,Physical,Dua Lipa,Future Nostalgia,0,3:13,23
Finland,Europe,49,WHATS POPPIN,Jack Harlow,Sweet Action,1,2:19,87
Finland,Europe,50,Haituvat,"Jukka Poika, Janna",Haituvat,0,3:08,23
France,Europe,1,Angela,Hatik,Chaise pliante,1,3:56,76
France,Europe,2,JAUNÉ,"Booba, Zed",JAUNÉ,1,3:35,18
France,Europe,3,Blinding Lights,The Weeknd,After Hours,0,3:20,31
France,Europe,4,Roses - Imanbek Remix,"SAINt JHN, Imanbek",Roses (Imanbek Remix),1,2:56,13
France,Europe,5,Meleğim,"Soolking, Dadju",Vintage,0,3:40,45
France,Europe,6,Lettre à une femme,Ninho,M.I.L.S 3,1,2:37,65
France,Europe,7,Tusa,"KAROL G, Nicki Minaj",Tusa,0,3:20,81
France,Europe,8,ily (i love you baby) (feat. Emilee),"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),0,2:56,90
France,Europe,9,6.3,"Naps, Ninho",Carré VIP,1,3:32,19
France,Europe,10,Sousou,Jul,Sousou,1,3:57,56
France,Europe,11,Bro Bro,Zola,Bro Bro,1,2:24,58
France,Europe,12,Blanche,"Maes, Booba",Les derniers salopards,1,3:13,45
France,Europe,13,Toosie Slide,Drake,Dark Lane Demo Tapes,1,4:07,39
France,Europe,14,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",death bed (coffee for your head) (feat. beabadoobee),0,2:53,37
France,Europe,15,MAMACITA,"Black Eyed Peas, Ozuna, J. Rey Soul",MAMACITA,1,4:09,27
France,Europe,16,Criminel (feat. Niska),"Bramsito, Niska",Criminel,1,3:16,16
France,Europe,17,Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29,2
France,Europe,18,Skechers,DripReport,Skechers,1,1:46,55
France,Europe,19,Distant,"Maes, Ninho",Les derniers salopards,1,2:42,32
France,Europe,20,Ride It,Regard,Ride It,0,2:37,80
France,Europe,21,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),0,3:02,34
France,Europe,22,Zipette,Ninho,M.I.L.S 3,1,3:31,90
France,Europe,23,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",THE SCOTTS,1,2:45,12
France,Europe,24,Ne reviens pas,"Gradur, Heuss L'enfoiré",Zone 59,1,3:08,34
France,Europe,25,GOOBA,6ix9ine,GOOBA,1,2:12,45
France,Europe,26,Dybala,"Maes, Jul",Les derniers salopards,1,3:31,46
France,Europe,27,1ère fois,"Imen Es, Alonzo",Nos vies,0,2:55,78
France,Europe,28,The Box,Roddy Ricch,Please Excuse Me For Being Antisocial,1,3:16,23
France,Europe,29,La vie qu'on mène,Ninho,Destin,0,3:13,89
France,Europe,30,93% [Tijuana],"GLK, Landy, DA Uzi, Hornet La Frappe",Indécis,1,3:42,12
France,Europe,31,ROCKSTAR (feat. Roddy Ricch),"DaBaby, Roddy Ricch",BLAME IT ON BABY,1,3:01,56
France,Europe,32,MD (feat. Niska),"4Keus, Niska",Vie d'artiste,1,3:30,34
France,Europe,33,Salt,Ava Max,Salt,0,3:00,88
France,Europe,34,Crois-moi (feat. Ninho),"DA Uzi, Ninho",Architecte,1,3:03,33
France,Europe,35,Falling,Trevor Daniel,Nicotine,0,2:39,76
France,Europe,36,In Your Eyes,The Weeknd,After Hours,1,3:57,89
France,Europe,37,Breaking Me,"Topic, A7S",Breaking Me,0,2:46,23
France,Europe,38,Supalonely,"BENEE, Gus Dapperton",STELLA & STEVE,1,3:43,43
France,Europe,39,Moulaga,"Heuss L'enfoiré, Jul",Moulaga,1,2:59,10
France,Europe,40,Some Say,Nea,Some Say,0,2:55,98
France,Europe,41,Infinity - Dubdogz & Bhaskar Edit,"Dubdogz, Bhaskar",Infinity (Dubdogz & Bhaskar Edit),0,3:16,65
France,Europe,42,Train de vie (feat. PLK),"Leto, PLK",Virus: avant l'album,1,3:07,23
France,Europe,43,Prison pour mineurs,Hatik,Prison pour mineurs,1,1:34,87
France,Europe,44,Pirate,"Ninho, Hös Copperfield",Pirate,1,4:05,23
France,Europe,45,Physical,Dua Lipa,Future Nostalgia,0,3:13,76
France,Europe,46,Fait d'or,Jul,Fait d'or,1,5:15,18
France,Europe,47,So Maness,Soso Maness,So Maness,1,2:39,19
France,Europe,48,Sunday Best,Surfaces,Where the Light Is,0,2:38,13
France,Europe,49,Anissa,Wejdene,Anissa,0,2:55,45
France,Europe,50,Djomb,Bosh,Synkinisi,1,2:21,65
Germany,Europe,1,Roadrunner,Bonez MC,Roadrunner,0,2:29,81
Germany,Europe,2,Komm Komm,Capital Bra,Komm Komm,0,2:40,90
Germany,Europe,3,Fame,Apache 207,Fame,0,2:53,19
Germany,Europe,4,Airwaves,Pashanim,Airwaves,0,2:58,56
Germany,Europe,5,ROCKSTAR (feat. Roddy Ricch),"DaBaby, Roddy Ricch",BLAME IT ON BABY,1,3:01,58
Germany,Europe,6,Emotions,Ufo361,Rich Rich,0,2:26,45
Germany,Europe,7,Blinding Lights,The Weeknd,After Hours,0,3:20,14
Germany,Europe,8,GOOBA,6ix9ine,GOOBA,1,2:12,37
Germany,Europe,9,FAVELA,Dardan,FAVELA,1,2:39,27
Germany,Europe,10,Nicht verdient,"Capital Bra, Loredana",Nicht verdient,0,2:56,16
Germany,Europe,11,Roses - Imanbek Remix,"SAINt JHN, Imanbek",Roses (Imanbek Remix),1,2:56,2
Germany,Europe,12,Toosie Slide,Drake,Dark Lane Demo Tapes,1,4:07,55
Germany,Europe,13,ily (i love you baby) (feat. Emilee),"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),0,2:56,32
Germany,Europe,14,GEHT NICH GIBS NICH,"KC Rebell, Summer Cem",GEHT NICH GIBS NICH,0,3:00,80
Germany,Europe,15,Roller,Apache 207,Platte,1,2:37,34
Germany,Europe,16,Late Night,Luciano,Late Night,0,3:20,90
Germany,Europe,17,Breaking Me,"Topic, A7S",Breaking Me,0,2:46,12
Germany,Europe,18,Ich würd' lügen,KAYEF,Struggle Is Real,0,2:43,34
Germany,Europe,19,Maison,Luciano,Maison,0,3:13,45
Germany,Europe,20,WEISSER RAUCH,FOURTY,WEISSER RAUCH,0,3:02,46
Germany,Europe,21,Tränen aus Kajal,CÉLINE,Tränen aus Kajal,0,2:31,78
Germany,Europe,22,Never Let Me Down,"VIZE, Tom Gregory",Never Let Me Down,0,2:33,23
Germany,Europe,23,90-60-111,Shirin David,90-60-111,1,2:21,89
Germany,Europe,24,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",death bed (coffee for your head) (feat. beabadoobee),0,2:53,12
Germany,Europe,25,Some Say - Felix Jaehn Remix,"Nea, Felix Jaehn",Some Say (Felix Jaehn Remix),0,3:06,56
Germany,Europe,26,Kings & Queens,Ava Max,Kings & Queens,0,2:42,34
Germany,Europe,27,Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29,88
Germany,Europe,28,WIEDER MAL,"FOURTY, Monet192",WIEDER MAL,0,2:55,33
Germany,Europe,29,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",THE SCOTTS,1,2:45,76
Germany,Europe,30,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),0,3:02,89
Germany,Europe,31,Te Amo Mi Amor,Sarah Lombardi,Te Amo Mi Amor,0,3:04,23
Germany,Europe,32,Salt,Ava Max,Salt,0,3:00,43
Germany,Europe,33,In Your Eyes (feat. Alida),"Robin Schulz, Alida",In Your Eyes (feat. Alida),0,3:28,10
Germany,Europe,34,MAMACITA,"Black Eyed Peas, Ozuna, J. Rey Soul",MAMACITA,1,4:09,98
Germany,Europe,35,Anders,Fero47,Anders,0,2:53,65
Germany,Europe,36,BaeBae,Samra,Jibrail & Iblis,0,2:47,23
Germany,Europe,37,Supalonely,"BENEE, Gus Dapperton",STELLA & STEVE,1,3:43,87
Germany,Europe,38,Like I Love You,"Nico Santos, Topic",Nico Santos,0,3:23,23
Germany,Europe,39,Trendsetter,"Nimo, Rina",Trendsetter,0,2:26,76
Germany,Europe,40,Modela,Ardian Bujupi,Modela,0,2:34,18
Germany,Europe,41,H <3 T E L,"Dardan, Monet192",H <3 T E L,0,2:44,19
Germany,Europe,42,Namen,Kontra K,Namen,1,3:18,13
Germany,Europe,43,Conan x Xenia,"Haftbefehl, Shirin David",Conan x Xenia,1,3:20,45
Germany,Europe,44,Sehe schwarz,"Ra'is, XATAR",Sehe schwarz,1,3:07,65
Germany,Europe,45,Rollercoaster,badmómzjay,Rollercoaster,1,2:45,81
Germany,Europe,46,200 km/h,Apache 207,Platte,1,2:43,90
Germany,Europe,47,The Passenger (LaLaLa),"LUM!X, MOKABY & D.T.E, Gabry Ponte",The Passenger (LaLaLa),0,2:39,19
Germany,Europe,48,Rückspiegel,Sinan-G,Rückspiegel,0,2:33,56
Germany,Europe,49,Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",Stuck with U,0,3:48,58
Germany,Europe,50,What's Luv,Shindy,Byzantinische Rose,1,2:13,45
Greece,Europe,1,Millionaire,Snik,TOPBOY,1,2:35,39
Greece,Europe,2,Why,Snik,TOPBOY,1,3:49,37
Greece,Europe,3,TopBoy,"Snik, Capo Plaza",TOPBOY,1,2:26,27
Greece,Europe,4,Cubano,Snik,TOPBOY,1,2:51,16
Greece,Europe,5,Oh No,Snik,TOPBOY,1,3:02,2
Greece,Europe,6,Online,Snik,TOPBOY,1,3:26,55
Greece,Europe,7,PTSD,Snik,TOPBOY,1,2:58,32
Greece,Europe,8,Highway,Snik,TOPBOY,1,1:57,80
Greece,Europe,9,Sinefa,Snik,TOPBOY,1,2:43,34
Greece,Europe,10,Rockstar,Snik,TOPBOY,1,2:13,90
Greece,Europe,11,Colpo Grosso,"Snik, Guè Pequeno, Noizy, Capo Plaza",TOPBOY,1,4:33,12
Greece,Europe,12,Drip,"Snik, Mad Clip",TOPBOY,1,2:27,34
Greece,Europe,13,Medusa,Snik,TOPBOY,1,2:52,45
Greece,Europe,14,Kilo,Snik,TOPBOY,1,3:00,46
Greece,Europe,15,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",THE SCOTTS,1,2:45,78
Greece,Europe,16,Cruel Summer,"DJ Stephan, Mad Clip, iLLEOo",Cruel Summer,1,3:32,23
Greece,Europe,17,GOOBA,6ix9ine,GOOBA,1,2:12,89
Greece,Europe,18,Roses - Imanbek Remix,"SAINt JHN, Imanbek",Roses (Imanbek Remix),1,2:56,12
Greece,Europe,19,Woh - Remix,"Fy, Light, MC Bin Laden, Mad Clip, Mente Fuerte",Woh (Remix),1,3:50,56
Greece,Europe,20,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),0,3:02,34
Greece,Europe,21,Senorita,"Snik, Tamta",Senorita,0,2:58,88
Greece,Europe,22,Blinding Lights,The Weeknd,After Hours,0,3:20,33
Greece,Europe,23,ROCKSTAR (feat. Roddy Ricch),"DaBaby, Roddy Ricch",BLAME IT ON BABY,1,3:01,76
Greece,Europe,24,Kotera,Mad Clip,Kotera,1,2:52,89
Greece,Europe,25,IG,"Slogan, MG",Big Chunes,1,2:39,23
Greece,Europe,26,BIG MAN,Snik,BIG MAN,1,3:01,43
Greece,Europe,27,Toosie Slide,Drake,Dark Lane Demo Tapes,1,4:07,10
Greece,Europe,28,Who U,"MG, iLLEOo",Who U,1,2:33,98
Greece,Europe,29,Eros,"DJ Stephan, Ypo, Sophia",Eros,1,3:02,65
Greece,Europe,30,HIGHEST IN THE ROOM,Travis Scott,HIGHEST IN THE ROOM,1,2:55,23
Greece,Europe,31,The Box,Roddy Ricch,Please Excuse Me For Being Antisocial,1,3:16,87
Greece,Europe,32,Slang,"Light, Billy Sio, Atc Nico",Slang,1,5:48,23
Greece,Europe,33,SICKO MODE,Travis Scott,ASTROWORLD,1,5:12,76
Greece,Europe,34,Blueberry Faygo,Lil Mosey,Certified Hitmaker,1,2:42,18
Greece,Europe,35,Presidente,Mad Clip,Presidente,1,3:29,19
Greece,Europe,36,Life Is Good (feat. Drake),"Future, Drake",High Off Life,1,3:57,13
Greece,Europe,37,goosebumps,Travis Scott,Birds In The Trap Sing McKnight,1,4:03,45
Greece,Europe,38,Magic,Light,Magic,1,2:58,65
Greece,Europe,39,Caliente,"Mente Fuerte, Hawk, Baghdad",Caliente,1,3:42,81
Greece,Europe,40,WHATS POPPIN,Jack Harlow,Sweet Action,1,2:19,90
